experiment_id,experiment_code,project_id,dataset_id,model_id,equipment_id,researcher_person_id,status,started_at,completed_at,failed_at,failure_reason,result_json,reproducibility_score
EXP-0037,EXP-2026-0037,PJ-0002,DS-0046,MDL-0033,EQ-0004,P-0014,pending,,,,,,0.52
EXP-0038,EXP-2026-0038,PJ-0006,DS-0007,MDL-0032,EQ-0006,P-0020,failed,2026-08-20T13:51:11,,2026-08-20T22:51:11,OOM: GPU memory exceeded during training,,0.78
EXP-0039,EXP-2026-0039,PJ-0008,DS-0021,MDL-0002,EQ-0007,P-0014,completed,2026-06-09T01:51:41,2026-06-11T05:51:41,,,"{""loss"": 0.4452, ""accuracy"": 0.857}",0.94
EXP-0040,EXP-2026-0040,PJ-0005,DS-0002,MDL-0001,EQ-0010,P-0005,running,2026-05-04T10:52:52,,,,,0.91
EXP-0041,EXP-2026-0041,PJ-0005,DS-0002,MDL-0001,EQ-0013,P-0016,failed,2026-04-06T06:37:52,,2026-04-07T14:37:52,Experiment cancelled by researcher,,0.63
EXP-0042,EXP-2026-0042,PJ-0006,DS-0007,MDL-0032,EQ-0014,P-0017,completed,2026-08-22T16:23:17,2026-08-23T17:23:17,,,"{""loss"": 0.25, ""accuracy"": 0.793}",0.77
EXP-0043,EXP-2026-0043,PJ-0002,DS-0046,MDL-0033,EQ-0015,P-0017,pending,,,,,,0.54
EXP-0044,EXP-2026-0044,PJ-0008,DS-0020,MDL-0015,EQ-0012,P-0017,pending,,,,,,0.6
EXP-0045,EXP-2026-0045,PJ-0001,DS-0027,MDL-0009,EQ-0012,P-0009,pending,,,,,,0.95
EXP-0046,EXP-2026-0046,PJ-0003,DS-0041,MDL-0035,EQ-0002,P-0006,completed,2026-07-30T06:40:36,2026-08-01T06:40:36,,,"{""loss"": 0.1693, ""accuracy"": 0.975}",0.58
EXP-0047,EXP-2026-0047,PJ-0001,DS-0027,MDL-0030,EQ-0012,P-0019,running,2026-06-20T10:40:09,,,,,0.85
EXP-0048,EXP-2026-0048,PJ-0003,DS-0041,MDL-0035,EQ-0009,P-0007,completed,2026-05-02T03:02:48,2026-05-04T20:02:48,,,"{""loss"": 0.2378, ""accuracy"": 0.965}",0.46
EXP-0049,EXP-2026-0049,PJ-0002,DS-0038,MDL-0024,EQ-0015,P-0013,completed,2026-06-25T09:09:31,2026-06-26T12:09:31,,,"{""loss"": 0.064, ""accuracy"": 0.947}",0.82
EXP-0050,EXP-2026-0050,PJ-0008,DS-0016,MDL-0012,EQ-0003,P-0015,running,2026-06-15T19:10:20,,,,,0.83
EXP-0051,EXP-2026-0051,PJ-0005,DS-0004,MDL-0023,EQ-0006,P-0022,running,2026-04-09T00:38:11,,,,,0.57
EXP-0052,EXP-2026-0052,PJ-0003,DS-0042,MDL-0003,,P-0025,pending,,,,,,0.65
EXP-0053,EXP-2026-0053,PJ-0003,DS-0041,MDL-0035,EQ-0013,P-0022,failed,2026-06-14T12:05:54,,2026-06-16T01:05:54,OOM: GPU memory exceeded during training,,0.67
EXP-0054,EXP-2026-0054,PJ-0003,DS-0005,MDL-0031,EQ-0015,P-0015,pending,,,,,,0.52
EXP-0055,EXP-2026-0055,PJ-0003,DS-0042,MDL-0003,EQ-0002,P-0022,completed,2026-04-27T23:21:27,2026-04-28T21:21:27,,,"{""loss"": 0.152, ""accuracy"": 0.906}",0.53
EXP-0056,EXP-2026-0056,PJ-0006,DS-0007,MDL-0032,EQ-0009,P-0023,completed,2026-07-15T08:48:55,2026-07-17T00:48:55,,,"{""loss"": 0.2803, ""accuracy"": 0.727}",0.6
EXP-0057,EXP-2026-0057,PJ-0003,DS-0041,MDL-0035,EQ-0020,P-0014,pending,,,,,,0.9
EXP-0058,EXP-2026-0058,PJ-0001,DS-0027,MDL-0009,EQ-0019,P-0010,running,2026-05-20T21:26:06,,,,,0.86
EXP-0059,EXP-2026-0059,PJ-0001,DS-0029,MDL-0020,EQ-0010,P-0011,failed,2026-07-12T00:17:19,,2026-07-13T02:17:19,Numerical instability — loss became NaN at epoch 12,,0.88
EXP-0060,EXP-2026-0060,PJ-0008,DS-0021,MDL-0002,EQ-0015,P-0020,failed,2026-05-06T01:24:44,,2026-05-07T16:24:44,Dataset loader timeout after 3 retries,,0.7
EXP-0061,EXP-2026-0061,PJ-0006,DS-0028,MDL-0022,EQ-0012,P-0008,failed,2026-06-23T23:58:52,,2026-06-25T11:58:52,OOM: GPU memory exceeded during training,,0.85
EXP-0062,EXP-2026-0062,PJ-0006,DS-0025,MDL-0005,EQ-0015,P-0008,completed,2026-05-11T08:29:09,2026-05-13T11:29:09,,,"{""loss"": 0.3902, ""accuracy"": 0.821}",0.5
EXP-0063,EXP-2026-0063,PJ-0003,DS-0005,MDL-0031,EQ-0007,P-0020,completed,2026-06-25T15:30:58,2026-06-28T08:30:58,,,"{""loss"": 0.3968, ""accuracy"": 0.844}",0.98
EXP-0064,EXP-2026-0064,PJ-0002,DS-0018,MDL-0036,EQ-0008,P-0025,completed,2026-03-31T19:32:07,2026-04-02T09:32:07,,,"{""loss"": 0.2278, ""accuracy"": 0.956}",0.64
EXP-0065,EXP-2026-0065,PJ-0008,DS-0020,MDL-0015,,P-0017,completed,2026-04-21T08:31:58,2026-04-25T07:31:58,,,"{""loss"": 0.1709, ""accuracy"": 0.817}",0.52
EXP-0066,EXP-2026-0066,PJ-0001,DS-0029,MDL-0020,EQ-0007,P-0023,running,2026-05-15T00:30:57,,,,,0.6
EXP-0067,EXP-2026-0067,PJ-0008,DS-0022,MDL-0037,EQ-0020,P-0007,pending,,,,,,0.52
EXP-0068,EXP-2026-0068,PJ-0002,DS-0018,MDL-0036,EQ-0011,P-0015,pending,,,,,,0.85
EXP-0069,EXP-2026-0069,PJ-0004,DS-0045,MDL-0025,EQ-0002,P-0005,completed,2026-05-04T16:04:55,2026-05-09T00:04:55,,,"{""loss"": 0.2184, ""accuracy"": 0.833}",0.52
EXP-0070,EXP-2026-0070,PJ-0003,DS-0005,MDL-0031,EQ-0013,P-0013,pending,,,,,,0.76
EXP-0071,EXP-2026-0071,PJ-0008,DS-0036,MDL-0034,EQ-0001,P-0014,running,2026-05-20T21:13:06,,,,,0.81
EXP-0072,EXP-2026-0072,PJ-0005,DS-0002,MDL-0001,EQ-0019,P-0011,pending,,,,,,0.83
EXP-0073,EXP-2026-0073,PJ-0008,DS-0016,MDL-0012,EQ-0020,P-0008,failed,2026-04-17T00:43:04,,2026-04-17T03:43:04,Equipment disconnected mid-run,,0.89
EXP-0074,EXP-2026-0074,PJ-0002,DS-0031,MDL-0014,EQ-0014,P-0017,completed,2026-06-09T16:29:50,2026-06-12T10:29:50,,,"{""loss"": 0.351, ""accuracy"": 0.967}",0.82
EXP-0075,EXP-2026-0075,PJ-0001,DS-0027,MDL-0030,EQ-0018,P-0020,running,2026-04-30T22:11:35,,,,,0.73
EXP-0076,EXP-2026-0076,PJ-0003,DS-0005,MDL-0031,EQ-0012,P-0020,running,2026-05-13T20:51:44,,,,,0.55
EXP-0077,EXP-2026-0077,PJ-0005,DS-0004,MDL-0023,EQ-0010,P-0010,running,2026-06-03T22:55:10,,,,,0.82
EXP-0078,EXP-2026-0078,PJ-0006,DS-0007,MDL-0029,EQ-0009,P-0007,running,2026-06-29T11:27:10,,,,,0.75
EXP-0079,EXP-2026-0079,PJ-0007,DS-0033,MDL-0016,EQ-0005,P-0005,running,2026-07-17T16:08:22,,,,,0.6
EXP-0080,EXP-2026-0080,PJ-0002,DS-0046,MDL-0033,EQ-0016,P-0010,completed,2026-05-13T15:34:12,2026-05-16T16:34:12,,,"{""loss"": 0.3163, ""accuracy"": 0.74}",0.89
EXP-0081,EXP-2026-0081,PJ-0004,DS-0045,MDL-0017,EQ-0017,P-0011,completed,2026-05-20T06:07:26,2026-05-22T02:07:26,,,"{""loss"": 0.3256, ""accuracy"": 0.729}",0.48
EXP-0082,EXP-2026-0082,PJ-0003,DS-0042,MDL-0003,EQ-0006,P-0020,failed,2026-05-04T17:31:55,,2026-05-05T12:31:55,Numerical instability — loss became NaN at epoch 12,,0.7
EXP-0083,EXP-2026-0083,PJ-0005,DS-0002,MDL-0001,EQ-0019,P-0023,completed,2026-08-13T02:50:22,2026-08-13T08:50:22,,,"{""loss"": 0.4118, ""accuracy"": 0.751}",0.84
EXP-0084,EXP-2026-0084,PJ-0003,DS-0042,MDL-0003,EQ-0006,P-0005,running,2026-07-15T06:53:38,,,,,0.45
EXP-0085,EXP-2026-0085,PJ-0002,DS-0046,MDL-0033,EQ-0018,P-0020,pending,,,,,,0.92
EXP-0086,EXP-2026-0086,PJ-0003,DS-0041,MDL-0035,EQ-0004,P-0009,running,2026-07-30T21:13:43,,,,,0.84
EXP-0087,EXP-2026-0087,PJ-0005,DS-0003,MDL-0021,EQ-0010,P-0010,pending,,,,,,0.54
EXP-0088,EXP-2026-0088,PJ-0007,DS-0033,MDL-0016,EQ-0013,P-0009,completed,2026-06-01T17:05:50,2026-06-03T12:05:50,,,"{""loss"": 0.4218, ""accuracy"": 0.702}",0.97
EXP-0089,EXP-2026-0089,PJ-0007,DS-0026,MDL-0010,EQ-0011,P-0025,running,2026-03-03T05:17:39,,,,,0.83
EXP-0090,EXP-2026-0090,PJ-0005,DS-0004,MDL-0023,EQ-0004,P-0013,failed,2026-07-12T05:20:05,,2026-07-13T14:20:05,Numerical instability — loss became NaN at epoch 12,,0.53
EXP-0091,EXP-2026-0091,PJ-0002,DS-0038,MDL-0024,EQ-0008,P-0020,completed,2026-08-14T04:41:48,2026-08-17T11:41:48,,,"{""loss"": 0.1744, ""accuracy"": 0.904}",0.53
EXP-0092,EXP-2026-0092,PJ-0008,DS-0022,MDL-0037,EQ-0007,P-0006,completed,2026-06-11T13:27:54,2026-06-15T09:27:54,,,"{""loss"": 0.1692, ""accuracy"": 0.966}",0.73
EXP-0093,EXP-2026-0093,PJ-0002,DS-0001,MDL-0006,EQ-0007,P-0023,pending,,,,,,0.53
EXP-0094,EXP-2026-0094,PJ-0006,DS-0007,MDL-0032,EQ-0007,P-0020,pending,,,,,,0.5
EXP-0095,EXP-2026-0095,PJ-0008,DS-0022,MDL-0037,EQ-0017,P-0019,failed,2026-06-17T12:11:01,,2026-06-18T18:11:01,Numerical instability — loss became NaN at epoch 12,,0.75
EXP-0096,EXP-2026-0096,PJ-0001,DS-0029,MDL-0020,EQ-0007,P-0006,pending,,,,,,0.47
EXP-0097,EXP-2026-0097,PJ-0006,DS-0007,MDL-0004,EQ-0003,P-0005,failed,2026-04-19T22:46:25,,2026-04-20T07:46:25,Experiment cancelled by researcher,,0.6
EXP-0098,EXP-2026-0098,PJ-0006,DS-0007,MDL-0029,EQ-0013,P-0006,failed,2026-07-22T12:10:36,,2026-07-23T23:10:36,Dataset loader timeout after 3 retries,,0.81
EXP-0099,EXP-2026-0099,PJ-0006,DS-0007,MDL-0004,EQ-0013,P-0008,pending,,,,,,0.84
EXP-0100,EXP-2026-0100,PJ-0004,DS-0045,MDL-0017,,P-0019,running,2026-06-14T17:17:57,,,,,0.81
EXP-0101,EXP-2026-0101,PJ-0007,DS-0014,MDL-0028,EQ-0008,P-0015,failed,2026-04-06T14:22:57,,2026-04-08T13:22:57,OOM: GPU memory exceeded during training,,0.53
EXP-0102,EXP-2026-0102,PJ-0001,DS-0027,MDL-0030,EQ-0001,P-0010,completed,2026-06-24T07:58:49,2026-06-24T13:58:49,,,"{""loss"": 0.2064, ""accuracy"": 0.895}",0.49
EXP-0103,EXP-2026-0103,PJ-0001,DS-0027,MDL-0009,EQ-0015,P-0023,completed,2026-08-15T17:16:28,2026-08-19T22:16:28,,,"{""loss"": 0.0348, ""accuracy"": 0.846}",0.57
EXP-0104,EXP-2026-0104,PJ-0005,DS-0003,MDL-0021,EQ-0019,P-0014,pending,,,,,,0.58
EXP-0105,EXP-2026-0105,PJ-0003,DS-0041,MDL-0035,EQ-0010,P-0005,running,2026-07-19T21:22:07,,,,,0.75
EXP-0106,EXP-2026-0106,PJ-0003,DS-0041,MDL-0035,EQ-0016,P-0015,completed,2026-08-04T08:40:58,2026-08-06T10:40:58,,,"{""loss"": 0.3558, ""accuracy"": 0.792}",0.95
EXP-0107,EXP-2026-0107,PJ-0007,DS-0033,MDL-0016,EQ-0006,P-0020,pending,,,,,,0.58
EXP-0108,EXP-2026-0108,PJ-0004,DS-0045,MDL-0019,EQ-0015,P-0023,completed,2026-05-20T21:04:02,2026-05-23T22:04:02,,,"{""loss"": 0.2432, ""accuracy"": 0.813}",0.67
EXP-0109,EXP-2026-0109,PJ-0005,DS-0003,MDL-0021,EQ-0015,P-0006,running,2026-08-09T01:18:48,,,,,0.73
EXP-0110,EXP-2026-0110,PJ-0004,DS-0045,MDL-0017,EQ-0020,P-0005,pending,,,,,,0.91
EXP-0111,EXP-2026-0111,PJ-0004,DS-0045,MDL-0025,EQ-0007,P-0010,failed,2026-05-04T15:43:34,,2026-05-05T11:43:34,OOM: GPU memory exceeded during training,,0.91
EXP-0112,EXP-2026-0112,PJ-0004,DS-0045,MDL-0017,EQ-0016,P-0010,completed,2026-04-16T11:21:47,2026-04-19T11:21:47,,,"{""loss"": 0.1515, ""accuracy"": 0.782}",0.66
EXP-0113,EXP-2026-0113,PJ-0008,DS-0021,MDL-0027,EQ-0009,P-0022,running,2026-05-30T11:44:10,,,,,0.92
EXP-0114,EXP-2026-0114,PJ-0002,DS-0018,MDL-0038,EQ-0007,P-0014,running,2026-07-09T05:33:18,,,,,0.67
EXP-0115,EXP-2026-0115,PJ-0004,DS-0045,MDL-0025,,P-0025,pending,,,,,,0.76
EXP-0116,EXP-2026-0116,PJ-0007,DS-0026,MDL-0011,EQ-0008,P-0025,failed,2026-06-05T22:54:48,,2026-06-07T10:54:48,Numerical instability — loss became NaN at epoch 12,,0.89
EXP-0117,EXP-2026-0117,PJ-0005,DS-0015,MDL-0026,EQ-0016,P-0009,failed,2026-05-08T09:15:35,,2026-05-08T20:15:35,Dataset loader timeout after 3 retries,,0.84
EXP-0118,EXP-2026-0118,PJ-0008,DS-0016,MDL-0012,EQ-0002,P-0005,pending,,,,,,0.89
EXP-0119,EXP-2026-0119,PJ-0002,DS-0001,MDL-0006,,P-0011,completed,2026-04-20T07:50:57,2026-04-20T10:50:57,,,"{""loss"": 0.1062, ""accuracy"": 0.832}",0.49
EXP-0120,EXP-2026-0120,PJ-0001,DS-0027,MDL-0030,EQ-0020,P-0020,failed,2026-06-12T08:17:23,,2026-06-13T20:17:23,Experiment cancelled by researcher,,0.46
